trial_id,trial_date,delay_yn,yard_name,ship_type,hull_number,time_taken,delay_time,captain_sal,helm_sal,captain_cost,helm_cost,trans_cost,cond_cost,temp_test_cost,dev_cor_cost,west_meal_cost,korean_meal_cost,bed_cost,comd_cost,hfo_unit_price,mfo_unit_price,draw_cost,comm_cost,total_cost,helm_tot_cost,labor_cost,fuel_cost,other_cost,Timestamp
17937,2019년 4월,지연,삼성중공업,LPG,1차선,5,12,423972,254383,10599300,5087660,239742,532798,967831,443999,1243060,4927660,1776001,1665000,358,402,5763307,2881652,139138810,17871330,67538460,35472340,18256680,2025-07-09 9:57
15267,2018년 8월,정상,현대미포,2500TEU_EGCS,1차선,4,해당없음,406492,243895,11381776,5853480,341172,524924,1154837,437437,1329620,5405852,1749754,1312315,351,427,6251408,3125702,142426404,19693626,65168448,38389679,19174651,2025-07-09 9:57
2773,2015년 6월,정상,삼성중공업,PC_EGCS_SCR,1차선,4,해당없음,369125,221474,10335500,4429480,303852,506489,840269,422074,1147772,4759784,1688307,1266230,272,376,4922102,2461048,122744821,16837664,62265364,27396550,16245243,2025-07-09 9:57
8224,2017년 10월,지연,삼성중공업,CON_RO,시리즈,5,20,394269,236561,21684795,10645245,515080,515136,854613,429280,2403520,10043280,1717128,1609807,262,325,5006123,2503059,252582382,34644149,139570440,55084876,23282917,2025-07-09 9:57
34433,2023년 5월,정상,삼성중공업,2500TEU_DF,시리즈,5,해당없음,483558,290135,12088950,5802700,260613,579150,1274131,482625,1158300,4705350,1930501,1447876,376,451,6897162,3448581,144066521,20488169,66924320,37066262,19587770,2025-07-09 9:57
12539,2018년 11월,지연,현대미포,2500TEU_EGCS,시리즈,5,2,406492,243895,14227220,6097375,314928,524924,1154837,437437,1487075,6101265,1749754,1640394,335,357,6251408,3125702,155363033,22756721,72070640,40180074,20355598,2025-07-09 9:57
12587,2018년 11월,정상,삼성중공업,1800TEU_SCR,시리즈,4,해당없음,406492,243895,6503872,2926740,183708,524924,953528,437437,769780,3201524,1749754,1312315,335,357,5678134,2839066,89993121,11530209,42177452,20734887,15550573,2025-07-09 9:57
35284,2023년 8월,정상,삼성중공업,1800TEU_EGCS,1차선,4,해당없음,483558,290135,15473856,6963240,405398,579150,1052027,482625,1467180,6138672,1930501,1447876,498,512,6264671,3132335,201006970,24956296,94080896,61588543,20381235,2025-07-09 9:57
32142,2023년 10월,정상,현대미포,PC_EGCS_SCR,시리즈,4,해당없음,483558,290135,9671160,4642160,260613,579150,960810,482625,926640,3764280,1930501,1447876,460,538,5628185,2814092,115483551,16596518,46421568,35953891,16511574,2025-07-09 9:57
9292,2017년 2월,지연,삼성중공업,2500TEU_DF,1차_1차선,5,20,394269,236561,17742105,8279635,412064,515136,1133304,429280,1888480,7725600,1717128,1609807,263,336,6134845,3067421,196621932,28511524,102509360,43457767,22143281,2025-07-09 9:57
26657,2021년 6월,정상,삼성중공업,1800TEU_SCR,1차선,4,해당없음,448368,269021,12554304,5380420,322548,537605,976562,448004,1146880,4838040,1792022,1344016,331,449,5815293,2907645,145718861,20219443,73711496,33944026,17843896,2025-07-09 9:57
17163,2019년 1월,지연,현대미포,1800TEU_EGCS,시리즈,5,2,423972,254383,12719160,5087660,266380,532798,967831,443999,1243060,5194020,1776001,1665000,286,324,5763307,2881652,128289919,20017828,60754800,28994251,18523040,2025-07-09 9:57
20198,2020년 11월,지연,삼성중공업,2500TEU_SCR,1차선,5,18,443051,265831,15506785,6645775,320940,534930,1176849,445775,1426400,6017400,1783106,1671661,219,260,6370561,3185279,162448157,24631054,90816375,26546321,20454407,2025-07-09 9:57
3699,2015년 9월,정상,삼성중공업,2500TEU_DF,2차_1차선,3,해당없음,369125,221474,3322125,1328844,126605,506489,1114283,422074,405096,1595034,1688307,1266230,180,286,6031879,3015938,52836360,6820420,23205960,8807496,14002484,2025-07-09 9:57
32043,2023년 10월,정상,삼성중공업,2500TEU_DF,시리즈,5,해당없음,483558,290135,12088950,5802700,260613,579150,1274131,482625,1158300,4777740,1930501,1447876,460,538,6897162,3448581,153411955,20488169,66924320,46339306,19660160,2025-07-09 9:57
17918,2019년 4월,정상,삼성중공업,1800TEU_SCR,1차선,4,해당없음,423972,254383,10175328,5087660,293018,532798,967831,443999,1136512,4741208,1776001,1332000,358,402,5763307,2881652,137984352,17500634,68784928,34068110,17630680,2025-07-09 9:57
37754,2024년 6월,지연,현대미포,2500TEU_DF,시리즈,6,20,500000,300000,15000000,7200000,270000,600000,1320000,500000,1440000,5940000,2000000,1875000,456,531,7145460,3572730,175795424,24890000,72000000,56932234,19973190,2025-07-09 9:57
25883,2021년 3월,지연,삼성중공업,PC_EGCS_SCR,시리즈,5,19,448368,269021,8967360,4035315,188153,537605,891888,448004,985600,4031700,1792022,1680020,312,392,5224464,2612231,112873355,15068325,55731990,25747003,16326037,2025-07-09 9:57
13151,2018년 1월,지연,삼성중공업,LPG,1차선,5,13,406492,243895,10162300,4877900,236196,524924,953528,437437,1224650,4920375,1749754,1640394,289,400,5678134,2839066,130482910,17192285,64753935,30484317,18052373,2025-07-09 9:57
324,2015년 11월,정상,삼성중공업,2500TEU_EGCS,1차선,4,해당없음,369125,221474,11812000,5315376,354494,506489,1114283,422074,1282804,5266144,1688307,1266230,164,270,6031879,3015938,125638113,19524716,69410812,18151283,18551302,2025-07-09 9:57
609,2015년 11월,정상,삼성중공업,CON_RO,시리즈,4,해당없음,369125,221474,16241500,7973064,506420,506489,840269,422074,1957964,8000488,1688307,1266230,164,270,4922102,2461048,180407504,26489816,104514688,29106861,20296139,2025-07-09 9:57
1639,2015년 3월,지연,삼성중공업,2500TEU_EGCS,1차선,5,6,369125,221474,14765000,6644220,354494,506489,1114283,422074,1603505,6582680,1688307,1582788,251,301,6031879,3015938,163195747,23806560,86763515,32120575,20505097,2025-07-09 9:57
1417,2015년 2월,지연,현대미포,1800TEU_SCR,1차선,5,8,369125,221474,12919375,5536850,303852,506489,920042,422074,1434715,5886435,1688307,1582788,247,320,5478738,2739367,135057423,20608682,65444555,30193836,18810350,2025-07-09 9:57
25445,2021년 2월,정상,삼성중공업,2500TEU_DF,시리즈,5,해당없음,448368,269021,8967360,4035315,188153,537605,1182734,448004,985600,4166090,1792022,1344016,292,371,6402414,3201206,116962301,15359171,58153170,25558612,17891348,2025-07-09 9:57
13703,2018년 3월,정상,삼성중공업,2500TEU_DF,1차_1차선,4,해당없음,406492,243895,14633712,6829060,419904,524924,1154837,437437,1539560,6298080,1749754,1312315,274,395,6251408,3125702,166782933,23999874,84550016,37956224,20276819,2025-07-09 9:57
20371,2020년 11월,정상,삼성중공업,2500TEU_DF,시리즈,5,해당없음,443051,265831,11076275,3987465,213960,534930,1176849,445775,1069800,4279040,1783106,1337329,219,260,6370561,3185279,112785613,17435254,58530220,18795024,18025115,2025-07-09 9:57
12793,2018년 12월,정상,현대미포,LPG,1차선,4,해당없음,406492,243895,8129840,3902320,236196,524924,953528,437437,909740,3831332,1749754,1312315,279,308,5678134,2839066,96570081,14184245,44974016,21091479,16320341,2025-07-09 9:57
7780,2016년 9월,지연,삼성중공업,2500TEU_EGCS,시리즈,5,2,380568,228340,13319880,5708500,305988,510035,1122083,425029,1444830,5864080,1700126,1593868,203,285,6074103,3037050,143665166,21391515,78205925,24353669,19714057,2025-07-09 9:57
1053,2015년 1월,정상,삼성중공업,2500TEU_DF,2차_1차선,3,해당없음,369125,221474,3322125,1328844,126605,506489,1114283,422074,405096,1670988,1688307,1266230,188,298,6031879,3015938,52957761,6820420,23205960,8852943,14078438,2025-07-09 9:57
854,2015년 12월,지연,삼성중공업,2500TEU_SCR,시리즈,5,24,369125,221474,9228125,3322110,202568,506489,1114283,422074,928345,3987585,1688307,1582788,113,235,6031879,3015938,93630022,14795649,48860720,12738811,17234842,2025-07-09 9:57
7577,2016년 8월,정상,삼성중공업,PC_SCR,시리즈,4,해당없음,380568,228340,6089088,2740080,178493,510035,846151,425029,679920,2804560,1700126,1275094,191,282,4956557,2478276,73464044,10788876,37021280,11759355,13894533,2025-07-09 9:57
12682,2018년 12월,정상,삼성중공업,2500TEU_EGCS,1차선,4,해당없음,406492,243895,13007744,5853480,367416,524924,1154837,437437,1329620,5563304,1749754,1312315,279,308,6251408,3125702,150602221,21345838,79086784,30837496,19332103,2025-07-09 9:57
33343,2023년 2월,정상,삼성중공업,CON_RO,1차선,4,해당없음,483558,290135,36750408,16247560,955581,579150,960810,482625,3629340,14941296,1930501,1447876,361,483,5628185,2814092,426771675,55976134,220618148,119786103,30391290,2025-07-09 9:57
7639,2016년 9월,정상,삼성중공업,2500TEU_DF,1차_1차선,4,해당없음,380568,228340,13700448,5480160,382485,510035,1122083,425029,1427832,5966064,1700126,1275094,203,285,6074103,3037050,145520453,21620240,77330640,27089304,19480269,2025-07-09 9:57
10531,2017년 5월,지연,삼성중공업,1800TEU_EGCS,시리즈,5,10,394269,236561,11828070,4731220,257540,515136,935748,429280,1201760,4957260,1717128,1609807,239,305,5572261,2786129,124587716,18696994,63871220,24175157,17844345,2025-07-09 9:57
2280,2015년 5월,정상,삼성중공업,2500TEU_EGCS,1차선,4,해당없음,369125,221474,11812000,5315376,354494,506489,1114283,422074,1282804,5266144,1688307,1266230,288,373,6031879,3015938,138003094,19524716,69410812,30516264,18551302,2025-07-09 9:57
4811,2016년 12월,지연,현대미포,PC_SCR,1차선,5,11,380568,228340,11417040,5708500,280489,510035,846151,425029,1274850,5354160,1700126,1593868,261,328,4956557,2478276,131908013,19187244,65570895,29792037,17357837,2025-07-09 9:57
7347,2016년 8월,지연,현대미포,1800TEU_EGCS,1차선,5,3,380568,228340,15222720,6850200,356986,510035,926483,425029,1699800,6883920,1700126,1593868,191,282,5517090,2758543,152358869,24291453,80070320,27843749,20153347,2025-07-09 9:57
13472,2018년 2월,지연,삼성중공업,LPG,1차선,5,6,406492,243895,10162300,4877900,236196,524924,953528,437437,1137175,4789165,1749754,1640394,273,391,5678134,2839066,128450734,17192285,64753935,28670826,17833688,2025-07-09 9:57
14336,2018년 5월,정상,삼성중공업,2500TEU_SCR,1차선,4,해당없음,406492,243895,11381776,4877900,314928,524924,1154837,437437,1189660,4828528,1749754,1312315,345,440,6251408,3125702,137574570,18691802,66827028,33598373,18457367,2025-07-09 9:57
32207,2023년 11월,지연,삼성중공업,2500TEU_DF,1차_1차선,5,20,483558,290135,21760110,10154725,463312,579150,1274131,482625,2123550,8686800,1930501,1809845,413,487,6897162,3448581,260320745,34714053,125724880,74985373,24896439,2025-07-09 9:57
11552,2017년 8월,지연,현대미포,1800TEU_EGCS,시리즈,5,6,394269,236561,11828070,4731220,257540,515136,935748,429280,1201760,4957260,1717128,1609807,243,302,5572261,2786129,117857978,18696994,55512560,25804079,17844345,2025-07-09 9:57
10051,2017년 4월,정상,삼성중공업,LPG,1차선,4,해당없음,394269,236561,7885380,3784976,231786,515136,935748,429280,892736,3759792,1717128,1287845,253,322,5572261,2786129,99935768,13782306,50245360,19892211,16015891,2025-07-09 9:57
2139,2015년 4월,정상,삼성중공업,2500TEU_EGCS,시리즈,4,해당없음,369125,221474,10335500,4429480,303852,506489,1114283,422074,1147772,4658512,1688307,1266230,276,344,6031879,3015938,120870190,17111678,60671484,25278390,17808638,2025-07-09 9:57
36533,2024년 3월,지연,삼성중공업,2500TEU_EGCS,1차선,5,11,500000,300000,20000000,9000000,420000,600000,1320000,500000,1900000,7800000,2000000,1875000,420,465,7145460,3572730,238589110,31840000,117550000,64905920,22293190,2025-07-09 9:57
3929,2015년 9월,정상,삼성중공업,CON_RO,시리즈,4,해당없음,369125,221474,16241500,7087168,481099,506489,840269,422074,1890448,7848580,1688307,1266230,180,286,4922102,2461048,181533651,25578599,102742912,33135425,20076715,2025-07-09 9:57
34104,2023년 4월,지연,삼성중공업,2500TEU_SCR,시리즈,5,19,483558,290135,9671160,4352025,202699,579150,1274131,482625,1061775,4415790,1930501,1809845,409,500,6897162,3448581,138094834,16561790,62717375,39252015,19563654,2025-07-09 9:57
16827,2019년 12월,정상,삼성중공업,1800TEU_EGCS,시리즈,4,해당없음,423972,254383,10175328,4070128,266380,532798,967831,443999,994448,4101944,1776001,1332000,188,376,5763307,2881652,106081703,16456464,54946544,17829343,16849352,2025-07-09 9:57
17266,2019년 2월,정상,삼성중공업,2500TEU_EGCS,1차선,4,해당없음,423972,254383,13567104,6105192,372932,532798,1172160,443999,1349608,5540288,1776001,1332000,324,346,6345180,3172588,156391538,22194185,79740320,34941368,19515665,2025-07-09 9:57
12800,2018년 12월,지연,현대미포,LPG,1차선,5,22,406492,243895,10162300,4877900,236196,524924,953528,437437,1137175,4789165,1749754,1640394,279,308,5678134,2839066,117611117,17192285,56217520,26367624,17833688,2025-07-09 9:57
32732,2023년 12월,지연,삼성중공업,2500TEU_DF,시리즈,6,3,483558,290135,14506740,5222430,231656,579150,1274131,482625,1274130,5472684,1930501,1809845,393,454,6897162,3448581,164088238,22296732,76827576,44131027,20832903,2025-07-09 9:57
22299,2020년 5월,지연,삼성중공업,2500TEU_DF,2차_1차선,4,22,443051,265831,5316612,2126648,133725,534930,1176849,445775,570560,2406960,1783106,1671661,128,179,6370561,3185279,70950202,9734539,37053152,8174384,15988127,2025-07-09 9:57
37446,2024년 5월,정상,삼성중공업,1800TEU_SCR,시리즈,4,해당없음,500000,300000,8000000,3600000,210000,600000,1089900,500000,880000,3540000,2000000,1500000,448,506,6490200,3245100,113050530,13999900,48640000,32755330,15655300,2025-07-09 9:57
30139,2022년 4월,정상,삼성중공업,CON_RO,시리즈,4,해당없음,465855,279513,22361040,10062468,578571,551046,914186,459205,2130688,8760900,1836823,1377617,534,639,5355076,2677537,285182620,34926516,132936036,95181427,22138641,2025-07-09 9:57
8318,2017년 11월,정상,삼성중공업,2500TEU_DF,2차_1차선,3,해당없음,394269,236561,3548421,1419366,128770,515136,1133304,429280,412032,1622376,1717128,1287845,286,356,6134845,3067421,56281201,7174277,24791496,10073781,14241647,2025-07-09 9:57
28119,2022년 10월,정상,삼성중공업,LPG,시리즈,4,해당없음,465855,279513,7453680,3354156,192857,551046,1000977,459205,734720,3140700,1836823,1377617,391,547,5960676,2980337,104171551,13011921,45318256,29810501,16030873,2025-07-09 9:57
16172,2019년 10월,정상,삼성중공업,1800TEU_EGCS,시리즈,4,해당없음,423972,254383,8479440,4070128,239742,532798,967831,443999,994448,3995400,1776001,1332000,208,340,5763307,2881652,103568906,14733938,54030768,18061392,16742808,2025-07-09 9:57
7525,2016년 8월,지연,현대미포,1800TEU_SCR,시리즈,5,24,380568,228340,7611360,3425100,178493,510035,926483,425029,934890,3888140,1700126,1593868,191,282,5517090,2758543,88961000,13076500,42889375,16602468,16392657,2025-07-09 9:57
14069,2018년 4월,지연,삼성중공업,1800TEU_EGCS,1차선,5,4,406492,243895,16259680,7316850,367416,524924,953528,437437,1749500,7085340,1749754,1640394,294,417,5678134,2839066,188631038,25859835,98858480,43170535,20742188,2025-07-09 9:57
21103,2020년 1월,지연,삼성중공업,1800TEU_SCR,시리즈,5,4,443051,265831,11076275,3987465,213960,534930,971703,445775,1069800,4279040,1783106,1671661,225,362,5786361,2893179,115912715,17230108,58530220,22669240,17483147,2025-07-09 9:57
27423,2021년 8월,지연,삼성중공업,1800TEU_SCR,시리즈,5,16,448368,269021,11209200,4035315,215032,537605,976562,448004,985600,4233285,1792022,1680020,330,426,5815293,2907645,124218426,17421718,59363760,30019083,17413865,2025-07-09 9:57
9898,2017년 3월,정상,삼성중공업,PC_EGCS_SCR,시리즈,4,해당없음,394269,236561,7885380,2838732,206032,515136,854613,429280,824064,3296256,1717128,1287845,243,312,5006123,2503059,84995049,12729173,41760736,15870665,14634475,2025-07-09 9:57
21844,2020년 3월,정상,삼성중공업,PC_EGCS_SCR,시리즈,4,해당없음,443051,265831,8861020,4253296,240705,534930,887450,445775,855840,3637184,1783106,1337329,125,192,5198471,2599234,89931915,15223176,48939296,10358279,15411164,2025-07-09 9:57
3641,2015년 9월,지연,삼성중공업,2500TEU_EGCS,1차선,5,13,369125,221474,12919375,6644220,329173,506489,1114283,422074,1603505,6519385,1688307,1582788,180,286,6031879,3015938,154441969,21935614,85767340,26297213,20441802,2025-07-09 9:57
19474,2019년 8월,지연,삼성중공업,LPG,시리즈,5,12,423972,254383,8479440,3815745,186466,532798,967831,443999,887900,3795630,1776001,1665000,254,345,5763307,2881652,103961270,14426279,51554780,21210721,16769490,2025-07-09 9:57
19751,2019년 9월,지연,삼성중공업,2500TEU_DF,시리즈,6,13,423972,254383,12719160,4578894,213104,532798,1172160,443999,1172028,4954296,1776001,1665000,288,358,6345180,3172588,136542364,19660115,67360392,30436764,19085093,2025-07-09 9:57
17061,2019년 1월,지연,삼성중공업,CON_RO,1차선,5,5,423972,254383,40277340,17806810,879054,532798,883914,443999,4173130,17313400,1776001,1665000,286,324,5177759,2588878,433815876,60823915,244079660,96218133,32694168,2025-07-09 9:57
17253,2019년 1월,지연,삼성중공업,PC_SCR,시리즈,5,1,423972,254383,8479440,3815745,186466,532798,883914,443999,887900,3729040,1776001,1665000,286,324,5177759,2588878,102686603,14342362,51554780,20964883,15824578,2025-07-09 9:57
1044,2015년 1월,지연,현대미포,2500TEU_DF,1차_1차선,5,18,369125,221474,16610625,7751590,405136,506489,1114283,422074,1856690,7595400,1688307,1582788,188,298,6031879,3015938,166266499,26810197,83125300,34560000,21771002,2025-07-09 9:57
31715,2022년 9월,정상,삼성중공업,2500TEU_DF,시리즈,5,해당없음,465855,279513,9317100,4192695,192857,551046,1212303,459205,1010240,4270250,1836823,1377617,407,527,6562475,3281237,135837188,15925206,60421235,41152105,18338642,2025-07-09 9:57
24041,2021년 10월,정상,삼성중공업,PC_EGCS_SCR,1차선,4,해당없음,448368,269021,10760832,5380420,295669,537605,891888,448004,1146880,4676772,1792022,1344016,402,511,5224464,2612231,146375798,18314418,71774552,39490443,16796385,2025-07-09 9:57
21040,2020년 1월,지연,삼성중공업,2500TEU_EGCS,시리즈,5,15,443051,265831,15506785,6645775,320940,534930,1176849,445775,1515550,6284840,1783106,1671661,225,362,6370561,3185279,168822933,24631054,93208845,30172037,20810997,2025-07-09 9:57
17373,2019년 2월,지연,현대미포,1800TEU_SCR,1차선,5,11,423972,254383,14839020,6359575,319656,532798,967831,443999,1420640,5993100,1776001,1665000,324,346,5763307,2881652,155761135,23462879,75169780,37628776,19499700,2025-07-09 9:57
3605,2015년 8월,지연,삼성중공업,PC_EGCS_SCR,시리즈,5,7,369125,221474,9228125,4429480,227889,506489,840269,422074,1012740,4240765,1688307,1582788,188,270,4922102,2461048,101088165,15654326,51075440,18450649,15907750,2025-07-09 9:57
11287,2017년 7월,정상,삼성중공업,PC_SCR,시리즈,4,해당없음,394269,236561,6308304,2838732,180278,515136,854613,429280,686720,2884224,1717128,1287845,238,294,5006123,2503059,78271659,11126343,38354272,14705945,14085099,2025-07-09 9:57
22273,2020년 5월,지연,삼성중공업,2500TEU_SCR,1차선,5,13,443051,265831,15506785,6645775,320940,534930,1176849,445775,1515550,6151120,1783106,1671661,128,179,6370561,3185279,153933794,24631054,90816375,17809088,20677277,2025-07-09 9:57
23869,2020년 9월,정상,삼성중공업,PC_EGCS_SCR,시리즈,4,해당없음,443051,265831,8861020,4253296,240705,534930,887450,445775,855840,3583696,1783106,1337329,200,249,5198471,2599234,94806542,15223176,48939296,15286394,15357676,2025-07-09 9:57
23380,2020년 8월,지연,삼성중공업,PC_SCR,1차선,5,7,443051,265831,13291530,5316620,267450,534930,887450,445775,1337250,5482520,1783106,1671661,218,267,5198471,2599234,137598029,20743755,72811935,25970097,18072242,2025-07-09 9:57
13625,2018년 2월,정상,삼성중공업,CON_RO,시리즈,4,해당없음,406492,243895,17885648,8780220,524880,524924,870851,437437,2029420,8292472,1749754,1312315,273,391,5101240,2550618,213677437,29023960,115118096,48499562,21035819,2025-07-09 9:57
21908,2020년 4월,지연,삼성중공업,2500TEU_SCR,1차선,5,1,443051,265831,15506785,6645775,320940,534930,1176849,445775,1426400,6084260,1783106,1671661,94,105,6370561,3185279,147608550,24631054,90816375,11639854,20521267,2025-07-09 9:57
1035,2015년 1월,정상,삼성중공업,2500TEU_DF,1차_1차선,4,해당없음,369125,221474,13288500,6201272,405136,506489,1114283,422074,1485352,6126956,1688307,1266230,188,298,6031879,3015938,146083258,21937754,76761168,27769674,19614662,2025-07-09 9:57
13326,2018년 1월,정상,현대미포,CON_RO,시리즈,4,해당없음,406492,243895,19511616,8780220,551124,524924,870851,437437,2029420,8449924,1749754,1312315,289,400,5101240,2550618,206523279,30676172,102630528,52023308,21193271,2025-07-09 9:57
30495,2022년 5월,정상,삼성중공업,PC_EGCS_SCR,시리즈,4,해당없음,465855,279513,9317100,3354156,220408,551046,914186,459205,881664,3526400,1836823,1377617,584,687,5355076,2677537,121480017,14816101,49343232,41665567,15655117,2025-07-09 9:57
17656,2019년 3월,정상,삼성중공업,LPG,1차선,4,해당없음,423972,254383,8479440,4070128,239742,532798,967831,443999,994448,3995400,1776001,1332000,343,366,5763307,2881652,111727144,14733938,54030768,26219630,16742808,2025-07-09 9:57
37331,2024년 5월,지연,삼성중공업,CON_RO,1차선,5,13,500000,300000,47500000,21000000,990000,600000,995400,500000,4600000,19125000,2000000,1875000,448,506,5830800,2915400,571307762,71585400,285150000,178226162,34346200,2025-07-09 9:57
19047,2019년 7월,정상,삼성중공업,2500TEU_SCR,시리즈,4,해당없음,423972,254383,6783552,3052596,186466,532798,1172160,443999,781352,3249592,1776001,1332000,325,362,6345180,3172588,94224684,12171571,43991152,21405248,16656713,2025-07-09 9:57
36486,2024년 2월,지연,현대미포,CON_RO,시리즈,5,23,500000,300000,30000000,13500000,630000,600000,995400,500000,2900000,11925000,2000000,1875000,436,482,5830800,2915400,330414914,46225400,154050000,102693314,25446200,2025-07-09 9:57
1669,2015년 3월,정상,삼성중공업,2500TEU_DF,1차_1차선,4,해당없음,369125,221474,13288500,6201272,405136,506489,1114283,422074,1485352,6076320,1688307,1266230,251,301,6031879,3015938,149232430,21937754,76761168,30969482,19564026,2025-07-09 9:57
16727,2019년 12월,정상,삼성중공업,CON_RO,1차선,4,해당없음,423972,254383,32221872,14245448,879054,532798,883914,443999,3338504,13797448,1776001,1332000,188,376,5177759,2588878,343374602,49207085,195263728,70893199,28010590,2025-07-09 9:57
30674,2022년 6월,지연,현대미포,CON_RO,1차선,5,5,465855,279513,44256225,19565910,909183,551046,914186,459205,4224640,17632000,1836823,1722021,550,719,5355076,2677537,545889932,66655755,229619435,216166645,33448097,2025-07-09 9:57
12390,2018년 11월,정상,삼성중공업,2500TEU_DF,1차_1차선,4,해당없음,406492,243895,14633712,6829060,419904,524924,1154837,437437,1539560,6350564,1749754,1312315,335,357,6251408,3125702,169649670,23999874,84550016,40770477,20329303,2025-07-09 9:57
26237,2021년 5월,정상,삼성중공업,2500TEU_EGCS,1차선,4,해당없음,448368,269021,14347776,6456504,376306,537605,1182734,448004,1361920,5590624,1792022,1344016,305,410,6402414,3201206,162961168,23348929,84328824,35591213,19692202,2025-07-09 9:57
25071,2021년 1월,정상,삼성중공업,PC_EGCS_SCR,1차선,4,해당없음,448368,269021,12554304,5380420,322548,537605,891888,448004,1218560,4945552,1792022,1344016,261,328,5224464,2612231,137676933,20134769,73711496,26693823,17136845,2025-07-09 9:57
5,2015년 10월,정상,삼성중공업,2500TEU_EGCS,1차선,4,해당없음,369125,221474,11812000,5315376,354494,506489,1114283,422074,1282804,5266144,1688307,1266230,181,291,6031879,3015938,127811975,19524716,69410812,20325145,18551302,2025-07-09 9:57
13315,2018년 1월,지연,현대미포,LPG,시리즈,5,22,406492,243895,8129840,3658425,183708,524924,953528,437437,962225,3870695,1749754,1640394,289,400,5678134,2839066,97594462,13887862,42762720,24203612,16740268,2025-07-09 9:57
10534,2017년 5월,지연,삼성중공업,1800TEU_EGCS,시리즈,5,11,394269,236561,11828070,4731220,257540,515136,935748,429280,1201760,4957260,1717128,1609807,239,305,5572261,2786129,124587716,18696994,63871220,24175157,17844345,2025-07-09 9:57
5995,2016년 3월,지연,현대미포,PC_SCR,시리즈,5,3,380568,228340,7611360,3425100,178493,510035,846151,425029,934890,3696920,1700126,1593868,126,239,4956557,2478276,80318255,12996168,40035160,11926290,15360637,2025-07-09 9:57
1671,2015년 3월,정상,삼성중공업,2500TEU_DF,1차_1차선,4,해당없음,369125,221474,13288500,6201272,405136,506489,1114283,422074,1485352,6076320,1688307,1266230,251,301,6031879,3015938,149232430,21937754,76761168,30969482,19564026,2025-07-09 9:57
6779,2016년 6월,정상,삼성중공업,PC_EGCS_SCR,1차선,4,해당없음,380568,228340,10655904,4566800,305988,510035,846151,425029,1155864,4691264,1700126,1275094,187,307,4956557,2478276,115891852,17309907,62564740,19760024,16257181,2025-07-09 9:57
8038,2017년 10월,정상,삼성중공업,1800TEU_SCR,1차선,4,해당없음,394269,236561,9462456,4731220,283294,515136,935748,429280,1098752,4583856,1717128,1287845,262,325,5572261,2786129,122653873,16357134,63965840,25284928,17045971,2025-07-09 9:57
25588,2021년 3월,지연,삼성중공업,2500TEU_EGCS,1차선,5,3,448368,269021,15692880,8070630,349427,537605,1182734,448004,1702400,6921085,1792022,1680020,312,392,6402414,3201206,196056369,26281280,104200440,43875502,21699147,2025-07-09 9:57
10379,2017년 5월,정상,삼성중공업,1800TEU_EGCS,1차선,4,해당없음,394269,236561,12616608,5677464,360556,515136,935748,429280,1304768,5459424,1717128,1287845,239,305,5572261,2786129,142246581,20534792,76708544,26875690,18127555,2025-07-09 9:57
533,2015년 11월,정상,삼성중공업,2500TEU_DF,시리즈,5,해당없음,369125,221474,9228125,3322110,202568,506489,1114283,422074,928345,3987585,1688307,1266230,164,270,6031879,3015938,96889537,14795649,48860720,16314884,16918284,2025-07-09 9:57
4661,2016년 12월,지연,현대미포,2500TEU_EGCS,1차선,5,9,380568,228340,13319880,6850200,331487,510035,1122083,425029,1614810,6565220,1700126,1593868,261,328,6074103,3037050,155007250,22558714,76264700,35598659,20585177,2025-07-09 9:57
34990,2023년 7월,정상,삼성중공업,CON_RO,1차선,4,해당없음,483558,290135,36750408,16247560,955581,579150,960810,482625,3629340,15057120,1930501,1447876,425,478,5628185,2814092,437729940,55976134,222707116,128539576,30507114,2025-07-09 9:57
34107,2023년 4월,지연,삼성중공업,2500TEU_SCR,시리즈,5,19,483558,290135,9671160,4352025,202699,579150,1274131,482625,1061775,4415790,1930501,1809845,409,500,6897162,3448581,138094834,16561790,62717375,39252015,19563654,2025-07-09 9:57
2636,2015년 5월,지연,삼성중공업,PC_SCR,시리즈,5,8,369125,221474,7382500,3322110,177247,506489,840269,422074,843950,3544520,1688307,1582788,288,373,4922102,2461048,94096864,12650689,44876020,21527440,15042715,2025-07-09 9:57
929,2015년 12월,정상,삼성중공업,CON_RO,시리즈,4,해당없음,369125,221474,17718000,7973064,531741,506489,840269,422074,1957964,8051124,1688307,1266230,113,235,4922102,2461048,176252160,27991637,105311628,22602120,20346775,2025-07-09 9:57
13590,2018년 2월,정상,삼성중공업,1800TEU_SCR,시리즈,4,해당없음,406492,243895,8129840,2926740,209952,524924,953528,437437,769780,3254008,1749754,1312315,273,391,5678134,2839066,91525018,13182421,43055472,19684068,15603057,2025-07-09 9:57
5698,2016년 3월,정상,현대미포,2500TEU_DF,1차_1차선,4,해당없음,380568,228340,13700448,6393520,407984,510035,1122083,425029,1495824,6170032,1700126,1275094,126,239,6074103,3037050,132439881,22559099,68562112,21566441,19752229,2025-07-09 9:57
585,2015년 11월,지연,현대미포,1800TEU_SCR,시리즈,5,2,369125,221474,7382500,3322110,177247,506489,920042,422074,928345,3797700,1688307,1582788,164,270,5478738,2739367,83736811,12730462,39753975,15037129,16215245,2025-07-09 9:57
